"rules","support","confidence","lift"
"{Four to Score,High Five,Two for the Dough} => {Three To Get Deadly : A Stephanie Plum Novel}",0.00108568202544839,0.961538461538462,352.850137909899
"{High Five,One for the Money,Two for the Dough} => {Three To Get Deadly : A Stephanie Plum Novel}",0.001009684283667,0.948979591836735,348.241483047402
"{High Five,Three To Get Deadly : A Stephanie Plum Novel,Two for the Dough} => {Four to Score}",0.00108568202544839,0.917431192660551,347.747951825424
"{Four to Score,Two for the Dough} => {High Five}",0.00112910930646632,0.838709677419355,344.874423963134
"{Four to Score,Three To Get Deadly : A Stephanie Plum Novel} => {High Five}",0.00127024796977461,0.835714285714286,343.642729591837
"{Hot Six : A Stephanie Plum Novel,Three To Get Deadly : A Stephanie Plum Novel} => {Four to Score}",0.001009684283667,0.902912621359223,342.244756082944
"{Seven Up,Three To Get Deadly : A Stephanie Plum Novel} => {Four to Score}",0.00105311156468494,0.898148148148148,340.438805060204
"{High Five,One for the Money,Three To Get Deadly : A Stephanie Plum Novel} => {Four to Score}",0.00102054110392148,0.895238095238095,339.335763276504
"{Four to Score,One for the Money} => {High Five}",0.00112910930646632,0.8125,334.097098214286
"{Four to Score,High Five,One for the Money} => {Three To Get Deadly : A Stephanie Plum Novel}",0.00102054110392148,0.903846153846154,331.679129635305
"{High Five,Three To Get Deadly : A Stephanie Plum Novel} => {Four to Score}",0.00127024796977461,0.873134328358209,330.957435046987
"{High Five,Two for the Dough} => {Three To Get Deadly : A Stephanie Plum Novel}",0.00118339340773874,0.900826446280992,330.571005235257
"{High Five,Three To Get Deadly : A Stephanie Plum Novel} => {Hot Six : A Stephanie Plum Novel}",0.00104225474443045,0.716417910447761,329.939104477612
"{High Five,Two for the Dough} => {Four to Score}",0.00112910930646632,0.859504132231405,325.790973710166
"{Four to Score,Two for the Dough} => {Three To Get Deadly : A Stephanie Plum Novel}",0.00119425022799323,0.887096774193548,325.532707878165
"{High Five,Seven Up} => {Four to Score}",0.00109653884570287,0.855932203389831,324.437050986957
"{Four to Score,High Five} => {Hot Six : A Stephanie Plum Novel}",0.0010748252051939,0.702127659574468,323.357872340426
"{Four to Score,Seven Up} => {Three To Get Deadly : A Stephanie Plum Novel}",0.00105311156468494,0.873873873873874,320.680377588744
"{High Five,Hot Six : A Stephanie Plum Novel} => {Four to Score}",0.0010748252051939,0.838983050847458,318.012554927809
"{High Five,One for the Money} => {Four to Score}",0.00112910930646632,0.838709677419355,317.908934023629
"{The Amber Spyglass} => {The Subtle Knife}",0.00117253658748426,0.771428571428571,315.798857142857
"{High Five,One for the Money} => {Three To Get Deadly : A Stephanie Plum Novel}",0.00113996612672081,0.846774193548387,310.735766610975
"{Four to Score,Hot Six : A Stephanie Plum Novel} => {Three To Get Deadly : A Stephanie Plum Novel}",0.001009684283667,0.845454545454545,310.251503078595
"{High Five,Seven Up} => {Three To Get Deadly : A Stephanie Plum Novel}",0.0010748252051939,0.838983050847458,307.876696603417
"{E Is for Evidence: A Kinsey Millhone Mystery} => {D Is for Deadbeat}",0.00102054110392148,0.594936708860759,307.856350448016
"{D Is for Deadbeat} => {E Is for Evidence: A Kinsey Millhone Mystery}",0.00102054110392148,0.528089887640449,307.856350448016
"{Seven Up,Two for the Dough} => {Three To Get Deadly : A Stephanie Plum Novel}",0.001009684283667,0.837837837837838,307.456444492301
"{One for the Money,Three To Get Deadly : A Stephanie Plum Novel,Two for the Dough} => {High Five}",0.001009684283667,0.744,305.930142857143
"{Four to Score,Three To Get Deadly : A Stephanie Plum Novel} => {Hot Six : A Stephanie Plum Novel}",0.001009684283667,0.664285714285714,305.930142857143
"{Four to Score,High Five} => {Three To Get Deadly : A Stephanie Plum Novel}",0.00127024796977461,0.829787234042553,304.5021615665
"{Four to Score,One for the Money} => {Three To Get Deadly : A Stephanie Plum Novel}",0.00113996612672081,0.8203125,301.025273904382
"{High Five,Hot Six : A Stephanie Plum Novel} => {Three To Get Deadly : A Stephanie Plum Novel}",0.00104225474443045,0.813559322033898,298.547099736647
"{Three To Get Deadly : A Stephanie Plum Novel,Two for the Dough} => {High Five}",0.00118339340773874,0.707792207792208,291.041628014842
"{One for the Money,Three To Get Deadly : A Stephanie Plum Novel} => {High Five}",0.00113996612672081,0.695364238410596,285.931291390728
"{The Fellowship of the Ring,The Return of the King} => {The Two Towers}",0.00158509575715464,0.906832298136646,285.073410637441
"{High Five,One for the Money,Three To Get Deadly : A Stephanie Plum Novel} => {Two for the Dough}",0.001009684283667,0.885714285714286,282.288482451804
"{The Fellowship of the Ring,The Two Towers} => {The Return of the King}",0.00158509575715464,0.815642458100559,281.375264160023
"{Seven Up,Three To Get Deadly : A Stephanie Plum Novel} => {Two for the Dough}",0.001009684283667,0.861111111111111,274.447135717032
"{Four to Score,High Five,Three To Get Deadly : A Stephanie Plum Novel} => {Two for the Dough}",0.00108568202544839,0.854700854700855,272.404104930057
"{Three To Get Deadly : A Stephanie Plum Novel,Two for the Dough} => {Four to Score}",0.00119425022799323,0.714285714285714,270.746619635509
"{One for the Money,Three To Get Deadly : A Stephanie Plum Novel} => {Two for the Dough}",0.00135710253181048,0.827814569536424,263.835101629277
"{One for the Money,Three To Get Deadly : A Stephanie Plum Novel} => {Four to Score}",0.00113996612672081,0.695364238410596,263.574523751124
"{High Five,Three To Get Deadly : A Stephanie Plum Novel} => {Two for the Dough}",0.00118339340773874,0.813432835820896,259.251458968135
"{One for the Money,Two for the Dough} => {Three To Get Deadly : A Stephanie Plum Novel}",0.00135710253181048,0.694444444444444,254.836210712705
"{Four to Score,One for the Money} => {Two for the Dough}",0.00110739566595735,0.796875,253.974264705882
"{High Five,One for the Money} => {Two for the Dough}",0.00106396838493942,0.790322580645161,251.885924768389
"{Four to Score,Three To Get Deadly : A Stephanie Plum Novel} => {Two for the Dough}",0.00119425022799323,0.785714285714286,250.417202174988
"{High Five,Three To Get Deadly : A Stephanie Plum Novel} => {Seven Up}",0.0010748252051939,0.738805970149254,247.454328358209
"{High Five} => {Hot Six : A Stephanie Plum Novel}",0.0012811047900291,0.526785714285714,242.605892857143
"{Hot Six : A Stephanie Plum Novel} => {High Five}",0.0012811047900291,0.59,242.605892857143
"{Four to Score,High Five} => {Seven Up}",0.00109653884570287,0.716312056737589,239.92025789813
"{Shopaholic Ties the Knot} => {Shopaholic Takes Manhattan}",0.00102054110392148,0.5875,239.440044247788
"{High Five} => {Four to Score}",0.00153081165588223,0.629464285714286,238.595458553792
"{Four to Score} => {High Five}",0.00153081165588223,0.580246913580247,238.595458553792
"{Four to Score,High Five} => {Two for the Dough}",0.00112910930646632,0.737588652482269,235.078946722619
"{Interview With the Vampire,The Queen of the Damned} => {The Vampire Lestat}",0.00112910930646632,0.781954887218045,232.336454038322
"{Four to Score,Three To Get Deadly : A Stephanie Plum Novel} => {Seven Up}",0.00105311156468494,0.692857142857143,232.064311688312
"{One for the Money,Two for the Dough} => {High Five}",0.00106396838493942,0.544444444444444,223.873611111111
"{Harry Potter and the Order of the Phoenix,Harry Potter and the Prisoner of Azkaban,Harry Potter and the Sorcerer's Stone} => {Harry Potter and the Goblet of Fire}",0.00123767750901116,0.942148760330578,222.511379529561
"{Harry Potter and the Chamber of Secrets,Harry Potter and the Order of the Phoenix,Harry Potter and the Prisoner of Azkaban,Harry Potter and the Sorcerer's Stone} => {Harry Potter and the Goblet of Fire}",0.00119425022799323,0.94017094017094,222.044269121192
"{C Is for Corpse} => {B Is for Burglar}",0.00123767750901116,0.596858638743455,219.901821989529
"{High Five} => {Three To Get Deadly : A Stephanie Plum Novel}",0.00145481391410084,0.598214285714286,219.523192942516
"{Three To Get Deadly : A Stephanie Plum Novel} => {High Five}",0.00145481391410084,0.533864541832669,219.523192942516
"{Harry Potter and the Chamber of Secrets,Harry Potter and the Order of the Phoenix,Harry Potter and the Prisoner of Azkaban} => {Harry Potter and the Goblet of Fire}",0.00130281843053806,0.923076923076923,218.007100591716
"{One for the Money,Two for the Dough} => {Four to Score}",0.00110739566595735,0.566666666666667,214.79231824417
"{The Two Towers} => {The Return of the King}",0.00197594128631606,0.621160409556314,214.284056192558
"{The Return of the King} => {The Two Towers}",0.00197594128631606,0.681647940074906,214.284056192558
"{Four to Score} => {Three To Get Deadly : A Stephanie Plum Novel}",0.00151995483562774,0.576131687242798,211.419671109799
"{Three To Get Deadly : A Stephanie Plum Novel} => {Four to Score}",0.00151995483562774,0.557768924302789,211.419671109799
"{Harry Potter and the Order of the Phoenix,Harry Potter and the Prisoner of Azkaban} => {Harry Potter and the Goblet of Fire}",0.0014113866330829,0.89041095890411,210.292237442922
"{Hot Six : A Stephanie Plum Novel} => {Four to Score}",0.00119425022799323,0.55,208.474897119342
"{Interview With the Vampire,The Vampire Lestat} => {The Queen of the Damned}",0.00112910930646632,0.615384615384615,206.868051656373
"{Heaven And Earth} => {Face the Fire}",0.00127024796977461,0.539170506912442,205.214533267319
"{D Is for Deadbeat} => {B Is for Burglar}",0.00106396838493942,0.550561797752809,202.844584269663
"{Harry Potter and the Chamber of Secrets,Harry Potter and the Order of the Phoenix,Harry Potter and the Sorcerer's Stone} => {Harry Potter and the Goblet of Fire}",0.00123767750901116,0.857142857142857,202.435164835165
"{Three To Get Deadly : A Stephanie Plum Novel,Two for the Dough} => {Seven Up}",0.001009684283667,0.603896103896104,202.267863046045
"{Harry Potter and the Chamber of Secrets,Harry Potter and the Goblet of Fire,Harry Potter and the Order of the Phoenix,Harry Potter and the Sorcerer's Stone} => {Harry Potter and the Prisoner of Azkaban}",0.00119425022799323,0.964912280701754,197.064612751391
"{Harry Potter and the Chamber of Secrets,Harry Potter and the Order of the Phoenix} => {Harry Potter and the Goblet of Fire}",0.00138967299257393,0.831168831168831,196.300765900766
"{Three To Get Deadly : A Stephanie Plum Novel} => {Two for the Dough}",0.00167195031919052,0.613545816733068,195.54490687768
"{Two for the Dough} => {Three To Get Deadly : A Stephanie Plum Novel}",0.00167195031919052,0.532871972318339,195.54490687768
"{Harry Potter and the Goblet of Fire,Harry Potter and the Order of the Phoenix,Harry Potter and the Sorcerer's Stone} => {Harry Potter and the Prisoner of Azkaban}",0.00123767750901116,0.95,194.019068736142
"{Heaven And Earth} => {Dance upon the Air}",0.0012811047900291,0.543778801843318,191.901830958561
"{Harry Potter and the Chamber of Secrets,Harry Potter and the Prisoner of Azkaban,Harry Potter and the Sorcerer's Stone} => {Harry Potter and the Goblet of Fire}",0.00209536630911539,0.810924369747899,191.519543201896
"{Harry Potter and the Chamber of Secrets,Harry Potter and the Goblet of Fire,Harry Potter and the Order of the Phoenix} => {Harry Potter and the Prisoner of Azkaban}",0.00130281843053806,0.9375,191.466186252772
"{Harry Potter and the Chamber of Secrets,Harry Potter and the Goblet of Fire,Harry Potter and the Sorcerer's Stone} => {Harry Potter and the Prisoner of Azkaban}",0.00209536630911539,0.932367149758454,190.417901175059
"{Harry Potter and the Order of the Phoenix,Harry Potter and the Sorcerer's Stone} => {Harry Potter and the Goblet of Fire}",0.00130281843053806,0.805369127516778,190.207537429014
"{Hot Six : A Stephanie Plum Novel} => {Three To Get Deadly : A Stephanie Plum Novel}",0.00111825248621184,0.515,188.986533864542
"{The Return of the King,The Two Towers} => {The Fellowship of the Ring}",0.00158509575715464,0.802197802197802,186.117972707393
"{High Five,Three To Get Deadly : A Stephanie Plum Novel,Two for the Dough} => {One for the Money}",0.001009684283667,0.853211009174312,184.911905018888
"{Harry Potter and the Chamber of Secrets,Harry Potter and the Goblet of Fire} => {Harry Potter and the Prisoner of Azkaban}",0.00238850045598645,0.897959183673469,183.390741662519
"{Harry Potter and the Goblet of Fire,Harry Potter and the Sorcerer's Stone} => {Harry Potter and the Prisoner of Azkaban}",0.00217136405089677,0.892857142857143,182.348748812163
"{Harry Potter and the Chamber of Secrets,Harry Potter and the Prisoner of Azkaban} => {Harry Potter and the Goblet of Fire}",0.00238850045598645,0.771929824561403,182.310031488979
"{Harry Potter and the Chamber of Secrets,Harry Potter and the Order of the Phoenix,Harry Potter and the Sorcerer's Stone} => {Harry Potter and the Prisoner of Azkaban}",0.00127024796977461,0.879699248120301,179.661504092826
"{Four to Score,Two for the Dough} => {One for the Money}",0.00110739566595735,0.82258064516129,178.273548387097
"{Harry Potter and the Prisoner of Azkaban,Harry Potter and the Sorcerer's Stone} => {Harry Potter and the Goblet of Fire}",0.00217136405089677,0.75187969924812,177.574705995759
"{Face the Fire} => {Dance upon the Air}",0.00131367525079255,0.5,176.452107279693
"{High Five} => {Seven Up}",0.0012811047900291,0.526785714285714,176.440649350649
"{Three To Get Deadly : A Stephanie Plum Novel,Two for the Dough} => {One for the Money}",0.00135710253181048,0.811688311688312,175.912910618793
"{Hot Six : A Stephanie Plum Novel} => {Seven Up}",0.00113996612672081,0.525,175.842545454545
"{High Five,Two for the Dough} => {One for the Money}",0.00106396838493942,0.809917355371901,175.529100631988
"{Four to Score,High Five,Three To Get Deadly : A Stephanie Plum Novel} => {One for the Money}",0.00102054110392148,0.803418803418803,174.120703871292
"{Harry Potter and the Chamber of Secrets,Harry Potter and the Order of the Phoenix} => {Harry Potter and the Prisoner of Azkaban}",0.0014113866330829,0.844155844155844,172.402453422409
"{High Five} => {Two for the Dough}",0.00131367525079255,0.540178571428571,172.161826495304
"{Harry Potter and the Goblet of Fire,Harry Potter and the Order of the Phoenix} => {Harry Potter and the Prisoner of Azkaban}",0.0014113866330829,0.833333333333333,170.192165558019
"{High Five,Three To Get Deadly : A Stephanie Plum Novel} => {One for the Money}",0.00113996612672081,0.783582089552239,169.821597892889
"{Harry Potter and the Order of the Phoenix,Harry Potter and the Sorcerer's Stone} => {Harry Potter and the Prisoner of Azkaban}",0.00131367525079255,0.812080536912752,165.85169422164
"{Four to Score} => {Two for the Dough}",0.001346245711556,0.510288065843621,162.635339684167
"{Four to Score,Three To Get Deadly : A Stephanie Plum Novel} => {One for the Money}",0.00113996612672081,0.75,162.543529411765
"{The Subtle Knife} => {The Golden Compass}",0.00135710253181048,0.555555555555556,160.915443745632
"{Four to Score,High Five} => {One for the Money}",0.00112910930646632,0.737588652482269,159.853683771381
"{Harry Potter and the Order of the Phoenix,Harry Potter and the Prisoner of Azkaban,Harry Potter and the Sorcerer's Stone} => {Harry Potter and the Chamber of Secrets}",0.00127024796977461,0.966942148760331,158.475280138819
"{Harry Potter and the Goblet of Fire,Harry Potter and the Prisoner of Azkaban,Harry Potter and the Sorcerer's Stone} => {Harry Potter and the Chamber of Secrets}",0.00209536630911539,0.965,158.156975088968
"{Harry Potter and the Goblet of Fire,Harry Potter and the Order of the Phoenix,Harry Potter and the Prisoner of Azkaban,Harry Potter and the Sorcerer's Stone} => {Harry Potter and the Chamber of Secrets}",0.00119425022799323,0.964912280701754,158.142598489105
"{Harry Potter and the Goblet of Fire,Harry Potter and the Order of the Phoenix,Harry Potter and the Sorcerer's Stone} => {Harry Potter and the Chamber of Secrets}",0.00123767750901116,0.95,155.698576512456
"{Harry Potter and the Goblet of Fire,Harry Potter and the Sorcerer's Stone} => {Harry Potter and the Chamber of Secrets}",0.00224736179267816,0.924107142857143,151.454912303
"{Nicolae: The Rise of Antichrist} => {Left Behind: A Novel of the Earth's Last Days}",0.00109653884570287,0.711267605633803,151.301239306509
"{Harry Potter and the Goblet of Fire,Harry Potter and the Order of the Phoenix,Harry Potter and the Prisoner of Azkaban} => {Harry Potter and the Chamber of Secrets}",0.00130281843053806,0.923076923076923,151.28606624692
"{Tribulation Force: The Continuing Drama of Those Left Behind} => {Left Behind: A Novel of the Earth's Last Days}",0.00146567073435532,0.706806282722513,150.352224224031
"{Harry Potter and the Goblet of Fire,Harry Potter and the Prisoner of Azkaban,Harry Potter and the Sorcerer's Stone} => {Harry Potter and the Order of the Phoenix}",0.00123767750901116,0.57,148.309491525424
"{Harry Potter and the Chamber of Secrets,Harry Potter and the Goblet of Fire,Harry Potter and the Prisoner of Azkaban,Harry Potter and the Sorcerer's Stone} => {Harry Potter and the Order of the Phoenix}",0.00119425022799323,0.569948186528497,148.296010069963
"{Harry Potter and the Prisoner of Azkaban,Harry Potter and the Sorcerer's Stone} => {Harry Potter and the Chamber of Secrets}",0.00258392322056716,0.894736842105263,146.641318598989
"{Harry Potter and the Order of the Phoenix,Harry Potter and the Sorcerer's Stone} => {Harry Potter and the Chamber of Secrets}",0.00144395709384635,0.89261744966443,146.293964508347
"{Harry Potter and the Order of the Phoenix,Harry Potter and the Prisoner of Azkaban} => {Harry Potter and the Chamber of Secrets}",0.0014113866330829,0.89041095890411,145.932335592064
"{Harry Potter and the Goblet of Fire,Harry Potter and the Prisoner of Azkaban} => {Harry Potter and the Chamber of Secrets}",0.00238850045598645,0.883534136546185,144.805270905687
"{Harry Potter and the Chamber of Secrets,Harry Potter and the Goblet of Fire,Harry Potter and the Sorcerer's Stone} => {Harry Potter and the Order of the Phoenix}",0.00123767750901116,0.550724637681159,143.294194710554
"{Shopaholic Takes Manhattan} => {Confessions of a Shopaholic}",0.00162852303817258,0.663716814159292,143.170089739073
"{Harry Potter and the Chamber of Secrets,Harry Potter and the Sorcerer's Stone} => {Harry Potter and the Goblet of Fire}",0.00224736179267816,0.603498542274053,142.530881363534
"{Harry Potter and the Chamber of Secrets,Harry Potter and the Goblet of Fire,Harry Potter and the Prisoner of Azkaban} => {Harry Potter and the Order of the Phoenix}",0.00130281843053806,0.545454545454545,141.922958397535
"{The Two Towers} => {The Fellowship of the Ring}",0.00194337082555261,0.610921501706485,141.739943776274
"{Harry Potter and the Chamber of Secrets,Harry Potter and the Sorcerer's Stone} => {Harry Potter and the Prisoner of Azkaban}",0.00258392322056716,0.693877551020408,141.71102764831
"{The Return of the King} => {The Fellowship of the Ring}",0.0017479480609719,0.602996254681648,139.901206615157
"{Harry Potter and the Goblet of Fire,Harry Potter and the Sorcerer's Stone} => {Harry Potter and the Order of the Phoenix}",0.00130281843053806,0.535714285714286,139.388619854722
"{Harry Potter and the Chamber of Secrets,Harry Potter and the Goblet of Fire} => {Harry Potter and the Order of the Phoenix}",0.00138967299257393,0.522448979591837,135.937092124986
"{Harry Potter and the Goblet of Fire,Harry Potter and the Prisoner of Azkaban} => {Harry Potter and the Order of the Phoenix}",0.0014113866330829,0.522088353413655,135.843260045833
"{The Queen of the Damned,The Vampire Lestat} => {Interview With the Vampire}",0.00112910930646632,0.764705882352941,135.192954725076
"{Two for the Dough} => {One for the Money}",0.0019542276458071,0.622837370242215,134.984245878282
"{Harry Potter and the Goblet of Fire,Harry Potter and the Order of the Phoenix} => {Harry Potter and the Chamber of Secrets}",0.00138967299257393,0.82051282051282,134.476503330596
"{Harry Potter and the Prisoner of Azkaban} => {Harry Potter and the Goblet of Fire}",0.00270334824336648,0.552106430155211,130.393382227529
"{Harry Potter and the Goblet of Fire} => {Harry Potter and the Prisoner of Azkaban}",0.00270334824336648,0.638461538461538,130.393382227529
"{Three To Get Deadly : A Stephanie Plum Novel} => {One for the Money}",0.00163937985842706,0.601593625498008,130.380201546754
"{The Pelican Brief,The Rainmaker} => {The Client}",0.00102054110392148,0.635135135135135,122.3870858306
"{High Five} => {One for the Money}",0.001346245711556,0.553571428571429,119.972605042017
"{The Chamber,The Pelican Brief} => {A Time to Kill}",0.00110739566595735,0.693877551020408,116.203042671614
"{Tears of the Giraffe} => {The No. 1 Ladies' Detective Agency}",0.00145481391410084,0.660098522167488,114.934507901329
"{Hot Six : A Stephanie Plum Novel} => {One for the Money}",0.00115082294697529,0.53,114.864094117647
"{Four to Score} => {One for the Money}",0.00138967299257393,0.526748971193416,114.159515855725
"{The Firm,The Rainmaker} => {The Pelican Brief}",0.00105311156468494,0.708029197080292,114.012505742433
"{A Time to Kill,The Firm} => {The Pelican Brief}",0.00131367525079255,0.699421965317919,112.626500666963
"{The Chamber,The Pelican Brief} => {The Firm}",0.00108568202544839,0.680272108843537,112.291224733621
"{The Chamber,The Firm} => {The Pelican Brief}",0.00108568202544839,0.689655172413793,111.053773812395
"{A Time to Kill,The Client} => {The Pelican Brief}",0.00120510704824771,0.685185185185185,110.333980833981
"{The Client,The Firm} => {The Pelican Brief}",0.00110739566595735,0.684563758389262,110.233913737269
"{A Time to Kill,The Chamber} => {The Pelican Brief}",0.00110739566595735,0.675496688741722,108.77386189969
"{The Pelican Brief,The Rainmaker} => {The Firm}",0.00105311156468494,0.655405405405405,108.186525234912
"{A Time to Kill,The Pelican Brief} => {The Client}",0.00120510704824771,0.557788944723618,107.482895649797
"{The Client,The Pelican Brief} => {A Time to Kill}",0.00120510704824771,0.630681818181818,105.619710743802
"{Harry Potter and the Prisoner of Azkaban} => {Harry Potter and the Chamber of Secrets}",0.0030941937725279,0.631929046563193,103.568897901855
"{Harry Potter and the Chamber of Secrets} => {Harry Potter and the Prisoner of Azkaban}",0.0030941937725279,0.50711743772242,103.568897901855
"{The Client,The Rainmaker} => {The Pelican Brief}",0.00102054110392148,0.639455782312925,102.970267827411
"{Harry Potter and the Goblet of Fire} => {Harry Potter and the Chamber of Secrets}",0.00265992096234855,0.628205128205128,102.958572862487
"{Harry Potter and the Chamber of Secrets,Harry Potter and the Goblet of Fire,Harry Potter and the Order of the Phoenix,Harry Potter and the Prisoner of Azkaban} => {Harry Potter and the Sorcerer's Stone}",0.00119425022799323,0.916666666666667,101.481169871795
"{The Client,The Pelican Brief} => {The Rainmaker}",0.00102054110392148,0.534090909090909,100.601319947946
"{A Time to Kill,The Pelican Brief} => {The Firm}",0.00131367525079255,0.608040201005025,100.368040921453
"{Harry Potter and the Chamber of Secrets,Harry Potter and the Order of the Phoenix,Harry Potter and the Prisoner of Azkaban} => {Harry Potter and the Sorcerer's Stone}",0.00127024796977461,0.9,99.6360576923077
"{Harry Potter and the Chamber of Secrets,Harry Potter and the Goblet of Fire,Harry Potter and the Order of the Phoenix} => {Harry Potter and the Sorcerer's Stone}",0.00123767750901116,0.890625,98.5981820913462
"{Harry Potter and the Chamber of Secrets,Harry Potter and the Goblet of Fire,Harry Potter and the Prisoner of Azkaban} => {Harry Potter and the Sorcerer's Stone}",0.00209536630911539,0.877272727272727,97.1199956293706
"{Harry Potter and the Goblet of Fire,Harry Potter and the Order of the Phoenix,Harry Potter and the Prisoner of Azkaban} => {Harry Potter and the Sorcerer's Stone}",0.00123767750901116,0.876923076923077,97.0812869822485
"{The Vampire Lestat} => {Interview With the Vampire}",0.00183480262300777,0.545161290322581,96.3794935298124
"{A Time to Kill,The Pelican Brief} => {The Chamber}",0.00110739566595735,0.512562814070352,95.762952694507
"{The Client,The Pelican Brief} => {The Firm}",0.00110739566595735,0.579545454545455,95.6644672531769
"{Harry Potter and the Chamber of Secrets,Harry Potter and the Order of the Phoenix} => {Harry Potter and the Sorcerer's Stone}",0.00144395709384635,0.863636363636364,95.6103583916084
"{The Firm,The Pelican Brief} => {A Time to Kill}",0.00131367525079255,0.562790697674419,94.2500465116279
"{Harry Potter and the Chamber of Secrets,Harry Potter and the Goblet of Fire} => {Harry Potter and the Sorcerer's Stone}",0.00224736179267816,0.844897959183673,93.5358908948195
"{Harry Potter and the Chamber of Secrets,Harry Potter and the Prisoner of Azkaban} => {Harry Potter and the Sorcerer's Stone}",0.00258392322056716,0.835087719298246,92.4498313090419
"{Harry Potter and the Order of the Phoenix,Harry Potter and the Prisoner of Azkaban} => {Harry Potter and the Sorcerer's Stone}",0.00131367525079255,0.828767123287671,91.7500987881981
"{Harry Potter and the Goblet of Fire,Harry Potter and the Prisoner of Azkaban} => {Harry Potter and the Sorcerer's Stone}",0.00217136405089677,0.803212851405622,88.9210688909484
"{Harry Potter and the Goblet of Fire,Harry Potter and the Order of the Phoenix} => {Harry Potter and the Sorcerer's Stone}",0.00130281843053806,0.769230769230769,85.1590236686391
"{Harry Potter and the Chamber of Secrets} => {Harry Potter and the Sorcerer's Stone}",0.00372388934728797,0.610320284697509,67.5665634410074
"{Harry Potter and the Prisoner of Azkaban} => {Harry Potter and the Sorcerer's Stone}",0.00288791418769271,0.58980044345898,65.2948789015862
"{Harry Potter and the Goblet of Fire} => {Harry Potter and the Sorcerer's Stone}",0.00243192773700439,0.574358974358974,63.5854043392505
